id,text,classification,rationale,query
6137,"When they got a divorce , they stopped talking to each other , so what did they have ?",D,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",richer [SEP] depression [SEP] meloncoly [SEP] bad feelings [SEP] emotional distress
6138,What does a person use to fight off disease ?,A,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",immune system [SEP] name [SEP] one head [SEP] grip [SEP] fingernails
6139,Where would you walk in a passage ?,E,"[0, 0, 0, 1, 1, 1, 1, 0]",store [SEP] city [SEP] diary [SEP] bible [SEP] labyrinth
6140,What doorway is likely to have a large wooden door ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",home [SEP] airport [SEP] skyscraper [SEP] castle [SEP] every building
6141,Where would a dance club be the furthest in the same direction as the side that won the Civil War ?,C,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ohio [SEP] downtown area [SEP] michigan [SEP] south [SEP] united states
6142,"James lost hs return ticket during his vacation . He was very frustrated and could n't get a replacement . Because of this , he missed what ?",B,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tickets [SEP] plane [SEP] suitcase [SEP] pocket [SEP] airport
6143,A person who wants to make more at their job but ca n't will often need to find a what ?,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",own house [SEP] better job [SEP] win lottery [SEP] save money [SEP] feel safe
6144,Where are you unlikely to find a taxi ?,C,"[0, 1, 1, 0, 0, 0, 0, 0, 0]",airport [SEP] street [SEP] train station [SEP] downtown [SEP] taxiplane
6145,"Being in love , John and Betty did what when they were alone together ?",A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",kiss [SEP] propose to woman [SEP] sing [SEP] live life [SEP] dance
6146,While performing she fell off the stage causing what ?,C,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",action [SEP] fear [SEP] injury [SEP] pride [SEP] butterflies
6147,What does drinking water effect in most humans ?,A,"[0, 0, 1, 1, 1, 0, 0, 0, 0]",need to urinate [SEP] swallow [SEP] sickness [SEP] runny nose [SEP] hydration
6148,An adult called an engineer does what while on the job ?,A,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",drive train [SEP] dress himself [SEP] drink beer [SEP] marry [SEP] field
6149,"He did n't know what he believed , just that after all his studying it made since there was a what than man 's brain ?",C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",culture [SEP] inspiration [SEP] higher intelligence [SEP] increasing knowledge [SEP] better grades
6150,A strong laxative will help you keep what kind of bowel movements ?,C,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strongwoman [SEP] cake [SEP] regular [SEP] weak [SEP] fragile
6151,"The man loved his cheese , especially old ones that what ?",A,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",age well [SEP] eat cake [SEP] benign bacteria [SEP] age to get better [SEP] salad dressing
6152,Where is the president likely to meet others ?,E,"[0, 0, 1, 1, 0, 0, 0, 0, 0]",trouble [SEP] election [SEP] press conference [SEP] country [SEP] board room
6153,"The token was being wished upon desperately , where was it bound for ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",coin collection [SEP] loans [SEP] ashtray [SEP] slot machine [SEP] pocket
6154,"He was selling all his collector items even the rare plate , he had bought a lot at the what for the weekend ?",D,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",supermarket [SEP] kitchen cupboard [SEP] table [SEP] flea market [SEP] dishwasher
6155,What results from good sex ?,A,"[0, 0, 0, 1, 1, 1]",orgasm [SEP] doom [SEP] pregnancy [SEP] children [SEP] venereal disease
6156,If you learn more about your weakest subjects you 'll have done what to yourself ?,D,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",have more knowledge [SEP] become knowledgeable [SEP] have tools [SEP] improve yourself [SEP] read
6157,"Her dream was to own a house on the countryside , but instead she lived in a cramped apartment in the what ?",E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",street [SEP] ghetto [SEP] residential area [SEP] subdivision [SEP] city
6158,What grows from all mammal skin ?,D,"[0, 1, 1, 1, 1, 1, 1]",fur [SEP] nipples [SEP] hair [SEP] fur [SEP] spinal cord
6159,What is a living thing with a lip ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",mouth [SEP] can [SEP] human [SEP] snake [SEP] kentucky fried chicken
6160,"Billy thought that he was smart , but many of his attitudes did n't were very regressive . How might you describe him ?",A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",backward [SEP] ignorant [SEP] garish [SEP] intelligent [SEP] annoying
6161,"The buildings were designed to hold a lot of people , where should it be built ?",C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",small [SEP] in a hole [SEP] large city [SEP] university [SEP] town
6162,What kind of structure are in if there is a large chandelier in the foyer ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",from the ceiling [SEP] building [SEP] apartment [SEP] mansion [SEP] spacious house
6163,John did n't like committing perjury . It made him feel what emotion ?,C,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",penalty [SEP] arrest [SEP] shame [SEP] tension [SEP] go to jail
6164,"The judge found him guilty of committing perjury , this brought the man great what ?",A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",shame [SEP] arrest [SEP] distress [SEP] embarrassment [SEP] tension
6165,Where do you hear a stringed instrument ?,C,"[0, 0, 0, 1, 1, 1, 1, 0]",string quartet [SEP] rock band [SEP] concert [SEP] music store [SEP] school
6166,Where can someone get a flute ?,E,"[0, 0, 0, 1, 1, 1, 0]",orchestra [SEP] steal it [SEP] marching band [SEP] symphony [SEP] musical instrument store
6167,If you like your jeans already broken in where should you shop ?,A,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",thrift store [SEP] clothing store [SEP] outside [SEP] closet [SEP] gap
6168,Standing in queue at a store allows you to be able to do what to your surroundings ?,D,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",watch [SEP] whistle [SEP] impatience [SEP] look around [SEP] daydreaming
6169,What is done to wood to attach something to it ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",nailed [SEP] carved [SEP] polished [SEP] eat cake [SEP] petrify
6170,What do we do if we rise something and want to put it back down ?,D,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",fall [SEP] sun set [SEP] below [SEP] lower [SEP] place
6171,If you 're removing dirt from a carpet while doing housework what do you need ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",broom [SEP] effort [SEP] vacuuming [SEP] boredom [SEP] mop
6172,James was cooling off two quickly . He would die if he did n't find some way to stop what ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",loss of heat [SEP] revenge [SEP] expansion [SEP] relaxation [SEP] calm down
6173,"Visiting museum was eerie and weird to him , he hated the stillness of it and having to only what ?",E,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",look at things [SEP] appriciation [SEP] take pictures [SEP] cry [SEP] whisper
6174,"The crab was scuttling but strained when he moved , what was impeding him ?",B,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",tide pool [SEP] beach sand [SEP] tidepools [SEP] current [SEP] cooking pot
6175,What do most birds have the ability to do ?,C,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",beak [SEP] ability to fly [SEP] ability to fly [SEP] wings [SEP] learn to fly
6176,"The cows were lost in the city and hated the noise , what did they long for ?",C,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",milk machine [SEP] farmyard [SEP] countryside [SEP] fairgrounds [SEP] long horns
6177,Dreaming scary things is likely to lead to waking up with a sense of this ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",sleepwalking [SEP] might awaken [SEP] fear [SEP] nightmares [SEP] hungry
6178,James wants the government to fight inflation . Why might James want inflation to be lower ?,A,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",pay less [SEP] lowers standard of living [SEP] save money [SEP] more money [SEP] lower cost
6179,"The overbearing father told his son he had to earn his value , in left the child with feeling of what ?",E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",discounted [SEP] expensive [SEP] cheap [SEP] invaluable [SEP] worthlessness
6180,"When a person is convicted of committing murder , what happend to them ?",E,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",go to jail [SEP] imprisonment [SEP] sadness [SEP] prosecution [SEP] incarceration
6181,"If a human wants to harm another person , what should he join ?",A,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",battle [SEP] doctor [SEP] electrical circuit [SEP] mexico [SEP] school
6182,Where is an apple tree likely found in abundance ?,D,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",south pole [SEP] park [SEP] vineyard [SEP] farmland [SEP] orchid
6183,"If spend time finding information on operating something , what do you hope to acheive ?",A,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",being able to use [SEP] know how to act [SEP] full capacity [SEP] solution to problem [SEP] gaining knowledge
6184,"The kids ate crackers as the played on the floor , afterwards their mother had to vacuum up all the what ?",E,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",floor [SEP] box of crackers [SEP] carpet [SEP] table [SEP] rug
6185,What are the flowers that last forever called ?,B,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",yellow [SEP] perennial [SEP] orange [SEP] pink [SEP] never
6186,Where are there often multiple personal televisions ?,A,"[0, 0, 0, 0, 0, 1, 1, 0]",house [SEP] bar [SEP] liquor [SEP] living room [SEP] cabinet
6187,"The man was riding bike very quickly , clearly he had to what ?",B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",run away [SEP] get somewhere [SEP] falling down [SEP] accident [SEP] pleasure
6188,What does hurting someone else cause ?,D,"[0, 0, 1, 1, 0, 0, 0]",punishment [SEP] anger [SEP] arrested [SEP] suffering [SEP] hatred
6189,"Everybody learns about germs in school , but if you want an expert talk to a what ?",E,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",spread disease [SEP] mouth [SEP] hospital [SEP] water [SEP] doctor
6190,"Her brother and sister - in - law were coming to visit , she told the kids that uncle and who were coming ?",A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",aunty [SEP] boy [SEP] niece [SEP] most families [SEP] falling down
6191,Where would a doctor train before gaining a practice ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",butcher shop [SEP] golf course [SEP] nursing home [SEP] medical school [SEP] medical office
6192,Where do kids like to hang out to watch tv and avoid their parents in the house ?,A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",basement [SEP] kitchen [SEP] rooms [SEP] den [SEP] yard
6193,What state shaped like a glove has a lot of farmland ?,C,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",countryside [SEP] farming areas [SEP] michigan [SEP] texas [SEP] north dakota
6194,What does an animal do when it becomes old ?,C,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",live long [SEP] leave home [SEP] feel pain [SEP] eating [SEP] sense fear in human
6195,A creek can be located in a tree are called what ?,B,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",outdoors [SEP] forest [SEP] valley [SEP] nature [SEP] countryside
6196,James was traveling abroad for a few weeks and he had trouble finding his double edged razor . He eventually found it together with some cream and a small comb . What did he find it in ?,C,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",medicine cabinet [SEP] shower [SEP] shaving kit [SEP] first aid kit [SEP] the breadbox
6197,What is the responsibility of many an adult ?,D,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",drink beer [SEP] drive train [SEP] sweeping the floor [SEP] work [SEP] marry
6198,Where would a dental office be furthest in the direction of the side that won the Civil War ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",michigan [SEP] city [SEP] hospital [SEP] minnesota [SEP] state
6199,James was positive that this situation had soured . What type of situation did he think he was in ?,D,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",worsened [SEP] negative [SEP] nonpositive [SEP] bad [SEP] uncertain
6200,A person with children might have a lot of plastic things in what place ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",cupboard [SEP] cabinet [SEP] own home [SEP] everything [SEP] garbage dump
6201,If you poke yourself with sharp knitting needle what will you start doing ?,C,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",have fun [SEP] relaxation [SEP] bleeding [SEP] cooking [SEP] carpal tunnel syndrome
6202,Where do you go when you 're about to board a vehicle on railing ?,A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",railway station [SEP] deck [SEP] flight of stairs [SEP] porch [SEP] bus station
6203,Where does a shadow usually appear ?,D,"[1, 1, 1, 1, 1, 1, 1]",suface of moon [SEP] building [SEP] bridge [SEP] ground [SEP] bright light
6204,James was contemplating the research results . What was James doing ?,A,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",thinking [SEP] discovery [SEP] buzzing [SEP] understanding [SEP] reflection
6205,"The cabin was n't as small as it seemed . It was , in fact , multiple bunkrooms connected by a what ?",B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",room [SEP] hall [SEP] palace [SEP] spacecraft [SEP] villa
6206,"The investigator considered the gun evidence , where did he send it ?",C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",drawer [SEP] back to its owner [SEP] police station [SEP] crime scene [SEP] holster
6207,"There are laws concerning safety , therefore a fire extinguisher must be kept in every what ?",C,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",most businesses [SEP] house [SEP] public building [SEP] vehicle [SEP] chemistry lab
6208,What do you need to do with a friend before going to play ?,D,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",happy [SEP] sit [SEP] compete [SEP] meet [SEP] being entertained
6209,What is an uncommon side effect of drinking alcohol ?,A,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",death [SEP] become drunk [SEP] frequent urination [SEP] hangover [SEP] getting drunk
6210,What can judging something wrong lead to ?,D,"[1, 1, 1, 1, 1, 1, 1, 1]",eat cake [SEP] responsibility [SEP] resentment [SEP] controversy [SEP] go to jail
6211,Where do people typically make a friend as an adult ?,D,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",at school [SEP] neighbor 's house [SEP] at a bar [SEP] workplace [SEP] unexpected place
6212,The gentleman from France wanted to join what ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",suit [SEP] europe [SEP] university [SEP] club [SEP] church restaurant
6213,When a computer stops working it 's called a what ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",do work [SEP] help people [SEP] compute [SEP] networked [SEP] crash
6214,James owned a historic deli . It had some protections that helped him keep it open . It was an important landmark where ?,A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",new york city [SEP] indianapolis [SEP] office building [SEP] shopping center [SEP] strip mall
6215,Expressing yourself in public without wearing pants will likely result in what ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",happiness [SEP] blank stares [SEP] communication [SEP] getting arrested [SEP] stage fright
6216,John needs a screwdriver to take the old blade off of his lawnmower . Where does John look for his screwdriver ?,A,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",toolkit [SEP] tool belt [SEP] handyman [SEP] bar [SEP] repair shop
6217,How can a person end up stopping standing in puddle ?,E,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",move away from [SEP] laying in [SEP] sweating [SEP] movement [SEP] walking out of
6218,"I was sick of driving the car as I had done so for 10 hours , how was I feeling ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",death [SEP] wreak [SEP] pollution [SEP] getting tired [SEP] happy
6219,Birds sometimes do what to each other to establish dominance ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",sky [SEP] mate [SEP] hatch [SEP] forest [SEP] peck
6220,What type of apples do people prefer ?,B,"[1, 1, 1, 1, 1, 1, 1, 1]",good to eat [SEP] crisp [SEP] grocery store [SEP] good for [SEP] farm
6221,"If a person wants to sort a pile of stuff , they must start by what ?",E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",control computer [SEP] go on vacation [SEP] cross street [SEP] gain weight [SEP] separate things
6222,Where are you likely to find a tupperware container ?,B,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",pantry [SEP] kitchens [SEP] stove [SEP] food [SEP] refrigerator
6223,"The band enjoyed their success and fans , they loved to what at the start of every concert ?",A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",hear crowd go mad [SEP] working hard [SEP] clap [SEP] reproduce [SEP] celebrate
6224,What sense does jumping rope give you ?,E,"[0, 0, 0, 1, 1, 0, 0, 0]",being happy [SEP] sense of smell [SEP] become tired [SEP] sweating [SEP] sense of rhythm
6225,"In a barbershop , what is the most important tool the barber uses ?",B,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",commercial area [SEP] razor [SEP] water [SEP] city [SEP] scissors
6226,"The wind tore off the shingles , what was the wind like ?",C,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dry hair [SEP] spreading [SEP] blowing hard [SEP] change direction [SEP] wave wheat
6227,Where can you find many stores with books ?,B,"[0, 0, 0, 1, 1, 1, 0, 0, 0]",friend 's house [SEP] large city [SEP] gym [SEP] table [SEP] university
6228,What is the purpose of a basketball court ?,B,"[0, 0, 0, 1, 1, 1, 1, 1, 1]",city [SEP] use [SEP] los angeles [SEP] soccer [SEP] sports arena
6229,"On their hike they brought a filtering straw , they were worried about germs in the what ?",C,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",make sick [SEP] doctor [SEP] water [SEP] stream [SEP] mouth
6230,When you plant a garden you can harvest what to eat ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",flower [SEP] animal [SEP] flower petals [SEP] vegetable [SEP] alive
6231,"She knew what presents she was getting , none of them were what she wanted and so she felt what ?",E,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",excited [SEP] ownership [SEP] satisfaction [SEP] being happy [SEP] disappointment
6232,"You 're not traveling but you need to put your shirt somewhere , what is the name of the object that you 'd put it in ?",E,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",suitcase [SEP] garment bag [SEP] drawer [SEP] dirty laundry basket [SEP] dresser
6233,Where is the best place to use a curling iron ?,B,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",drawer [SEP] bathroom [SEP] bed room [SEP] use [SEP] girls room
6234,What weapon will aim for the nose of an aircraft ?,B,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",upper respiratory tract [SEP] missile [SEP] boomerang [SEP] head [SEP] aircraft
6235,"The snake found a warm place to sleep next to a human , where did it end up ?",E,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tree [SEP] warm place [SEP] wooded area [SEP] sand [SEP] sleeping bag
6236,After being on his feet all day he told his boss he was taking a break and doing what on the bench ?,E,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",not working [SEP] relaxation [SEP] renewal [SEP] sleep [SEP] sitting down
6237,Where to put the rope before we start the hike ?,D,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",swimming pool [SEP] lower person [SEP] boat [SEP] backpack [SEP] lay down
6238,What is a square constructed of ?,E,"[0, 0, 0, 1, 1, 0, 0]",peanut butter and chocolate [SEP] four right angles [SEP] four corners [SEP] squarial [SEP] four sides
6239,Where would child 's work be on the wall ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",labyrinth [SEP] china [SEP] corner [SEP] art show [SEP] classroom
6240,What accused of committing a murder what is a person facing ?,B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",feeling of guilt [SEP] jail time [SEP] being rewarded [SEP] fear [SEP] going to prison
6241,"Though morbid and cold with all the dead bodies , there was something very human about what place ?",D,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",conclave [SEP] playground [SEP] stadium [SEP] mortuary [SEP] school
6242,"The book had deep meaning to the businessman , he always kept a copy of it beneath all his work in his what ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",shoe box [SEP] suitcase [SEP] synagogue [SEP] briefcase [SEP] backpack
6243,"I as a person do n't kill others , why do I not ?",C,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",experience pleasure [SEP] laws [SEP] value life [SEP] thank god [SEP] go into debt
6244,What do humans have for speaking ?,B,"[0, 0, 0, 1, 1, 1, 0]",one hand [SEP] one mouth [SEP] two ears [SEP] brains [SEP] two legs
6245,"Curiosity drove the archaeologist , more that the objects themselves he was always looking to what ?",D,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",make money [SEP] go somewhere [SEP] design software [SEP] find truth [SEP] use television
6246,"Billy needed his hammer , so he looked where ?",E,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",hardware store [SEP] toolbelt [SEP] repair shop [SEP] backpack [SEP] tool box
6247,"Billy 's oven was broken so he could n't cook . His microwave was also not working , so he could n't use it , either . Billy needed money so that he could do what ?",C,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",go on a date [SEP] pay bills [SEP] get things [SEP] control people [SEP] buy food
6248,What is required when someone is typing ?,E,"[1, 1, 1, 0, 0, 0, 0, 0]",think [SEP] nice keyboard [SEP] digital dexterity [SEP] speed [SEP] pressing keys
6249,"The billionaire donated a large sum to his former college , this allowed them to construct a new science what ?",E,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",fraternity house [SEP] bank [SEP] big town [SEP] big city [SEP] building
6250,"If you learn something about a person that you 're talking to , what is it called ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",communication [SEP] getting acquainted [SEP] listening to [SEP] revelation [SEP] conversation
6251,What do all people have except sociopaths ?,E,"[1, 1, 1, 1, 1, 1, 1, 0]",cheeks [SEP] parents [SEP] common sense [SEP] muscles [SEP] feelings
6252,where do you typically buy apples ?,C,"[0, 0, 0, 1, 0, 0, 0]",farmers market [SEP] table [SEP] grocery store [SEP] apple tree [SEP] fridge
6253,"Snoopy thought Charlie wanted to play fetch , but Charlie was just treating his pet what for fleas ?",E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",house [SEP] cat [SEP] carpet [SEP] rug [SEP] dog
6254,"The shower obviously was n't in the living room of the home , where was it ?",D,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",spa [SEP] at hotel [SEP] motel room [SEP] bath room [SEP] locker room
6255,A small dog lived with a a woman who loved him . Where might he have lived ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",person 's house [SEP] dog house [SEP] canada [SEP] illinois [SEP] basket
6256,"After a winning baseball game , what experience would a team member feel ?",E,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sensation [SEP] celebrating [SEP] happiness [SEP] recognition [SEP] pride
6257,What is another way to say someone is a failure ?,E,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",insulted [SEP] hold back [SEP] illusion [SEP] lower expectations [SEP] amount to nothing
6258,"The extrovert did n't mind talking to the stranger , to him it was half the fun to him of taking public transportation to school and waiting at the what ?",C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",town [SEP] park [SEP] bus station [SEP] train station [SEP] taxi stand
6259,Where is beaver likely to be found ?,C,"[0, 1, 1, 1, 1, 1, 1, 1]",strip club [SEP] zoo [SEP] lake or river [SEP] millpond [SEP] forest
6260,"His hair was getting long enough that it could be put in a ponytail , so he headed to this place to have what happen ?",C,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",combed when not straight [SEP] coloured [SEP] cut there [SEP] braided [SEP] washed
